Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000160075,SSU72,0.3172869372522474,0.24461236199662562,1,0.2652160839770403,-0.24461236199662562,1
ENSG00000215014,AL645728.1,0.01254594453350128,-0.5145725540916644,1,0.014532388163125494,0.5145725540916644,1
ENSG00000228594,FNDC10,0.004014702250720409,-2.1283899174850056,0.2366247620257866,0.014532388163125494,2.1283899174850056,0.2366247620257866
ENSG00000286989,AL691432.4,0.0016309727893551664,-1.0435010198984926,1,0,1.0435010198984926,1
ENSG00000272106,AL691432.2,0.047298210891299826,-0.3760763589853635,0.884075676552258,0.05812955265250198,0.3760763589853635,0.884075676552258
ENSG00000197530,MIB2,0.1107806902308163,0.7671216159930223,0.5791246556509891,0.06176264969328335,-0.7671216159930223,0.5791246556509891
ENSG00000189409,MMP23B,0.047298210891299826,-0.2886135177350244,1,0.054496455611720604,0.2886135177350244,1
ENSG00000248333,CDK11B,0.18668365465849904,0.4413445831824174,0.942498363621705,0.1344245905089108,-0.4413445831824174,0.942498363621705
ENSG00000272004,FO704657.1,0.008782161173450896,-0.701108822451415,0.971186971408282,0.01089929112234412,0.701108822451415,0.971186971408282
ENSG00000189339,SLC35E2B,0.29081499428655966,0.6279914445488142,0.6752162318087765,0.18528794907985005,-0.6279914445488142,0.6752162318087765
ENSG00000008128,CDK11A,0.2962097504359652,1.0695350885788117,0.2566291895367138,0.1380576875496922,-1.0695350885788117,0.2566291895367138
ENSG00000215790,SLC35E2A,0.33572947571649425,1.2876179682410953,0.14473706279270196,0.1344245905089108,-1.2876179682410953,0.14473706279270196
ENSG00000008130,NADK,0.14176917322856447,0.4851723499761196,0.8949890404770006,0.09809362010109708,-0.4851723499761196,0.8949890404770006
ENSG00000078369,GNB1,1.6248252765337508,1.1235308011632505,0.18849777390468214,0.7447848933601815,-1.1235308011632505,0.18849777390468214
ENSG00000231050,AL109917.1,0.002509188906700256,-0.45853851917733657,1,0,0.45853851917733657,1
ENSG00000169885,CALML6,0.0010036755626801023,-1.6809309405137842,1,0,1.6809309405137842,1
ENSG00000178821,TMEM52,0.000627297226675064,-3.2658934412349403,0.4203451098263388,0.0036330970407813736,3.2658934412349403,0.4203451098263388
ENSG00000142609,CFAP74,0.00313648613337532,-0.15041622381500552,1,0,0.15041622381500552,1
ENSG00000187730,GABRD,0.0005018377813400511,-4.113890347789891,0.11320817568814814,0.007266194081562747,4.113890347789891,0.11320817568814814
ENSG00000226969,AL391845.1,0.0008782161173450896,-1.8508559419560964,1,0,1.8508559419560964,1
ENSG00000067606,PRKCZ,0.31051212720415666,1.2134862916292177,0.17773912217210583,0.13079149346812943,-1.2134862916292177,0.17773912217210583
ENSG00000271806,AL590822.2,0.004014702250720409,0.19353817740235613,1,0,-0.19353817740235613,1
ENSG00000182873,PRKCZ-AS1,0.0033874050240453456,-1.0435010198984926,1,0.0036330970407813736,1.0435010198984926,1
ENSG00000162585,FAAP20,0.14289830823657956,0.09450880146705698,1,0.13079149346812943,-0.09450880146705698,1
ENSG00000234396,AL590822.1,0.010036755626801024,1.488994060928528,0.5820893946699294,0,-1.488994060928528,0.5820893946699294
ENSG00000157933,SKI,0.3714854176369729,0.4335724698891652,0.9274434390326898,0.272482278058603,-0.4335724698891652,0.9274434390326898
ENSG00000287356,AL590822.3,0.00313648613337532,-1.1504162238150055,0.8756467693741092,0.0036330970407813736,1.1504162238150055,0.8756467693741092
ENSG00000116151,MORN1,0.33472580015381415,1.6732466530582975,0.05267023753054457,0.10172671714187846,-1.6732466530582975,0.05267023753054457
ENSG00000272161,AL589739.1,0.0011291350080151151,-2.5289278470687346,0.5985829911723599,0.0036330970407813736,2.5289278470687346,0.5985829911723599
ENSG00000272420,AL513477.2,0.008405782837445858,1.2366068992942418,0.709762026399364,0,-1.2366068992942418,0.709762026399364
ENSG00000157916,RER1,0.17049938621028238,-0.5499894625965642,0.44320770849131447,0.2470505987731334,0.5499894625965642,0.44320770849131447
ENSG00000157911,PEX10,0.05733496651810085,0.08145725053232855,1,0.05086335857093923,-0.08145725053232855,1
ENSG00000149527,PLCH2,0.0010036755626801023,-1.6809309405137842,1,0,1.6809309405137842,1
ENSG00000157881,PANK4,0.03249399634176831,-0.8284881289276429,0.41244506551338506,0.054496455611720604,0.8284881289276429,0.41244506551338506
ENSG00000197921,HES5,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000272449,AL139246.5,0.000627297226675064,-2.2658934412349403,1,0,2.2658934412349403,1
ENSG00000238164,TNFRSF14-AS1,0.000627297226675064,-3.2658934412349403,0.501400150980417,0.0036330970407813736,3.2658934412349403,0.501400150980417
ENSG00000157873,TNFRSF14,0.013173241760176344,-0.12293548739289761,1,0.01089929112234412,0.12293548739289761,1
ENSG00000228037,AL139246.3,0.0010036755626801023,-1.6809309405137842,1,0,1.6809309405137842,1
ENSG00000157870,PRXL2B,0.021202646261617164,-0.24881992787599927,1,0.02179858224468824,0.24881992787599927,1
ENSG00000142606,MMEL1,0.0075275667201007675,-0.5050811051143667,1,0.007266194081562747,0.5050811051143667,1
ENSG00000215912,TTC34,0.04742367033663484,0.545273094772682,0.8895594989048442,0.02906477632625099,-0.545273094772682,0.8895594989048442
ENSG00000285945,AC242022.2,0.0017564322346901792,-0.9439653463475786,1,0,0.9439653463475786,1
ENSG00000283259,AC242022.1,0.0008782161173450896,-1.8508559419560964,1,0,1.8508559419560964,1
ENSG00000287396,AL592464.3,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000284745,AL589702.1,0.0011291350080151151,-1.5289278470687346,1,0,1.5289278470687346,1
ENSG00000169717,ACTRT2,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000177133,PRDM16-DT,0.0015055133440201535,-2.1504162238150055,0.72124960684875,0.0036330970407813736,2.1504162238150055,0.72124960684875
ENSG00000142611,PRDM16,0.04378534642191947,0.43043016843391957,1,0.02906477632625099,-0.43043016843391957,1
ENSG00000272235,AL590438.1,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000287828,AL354743.2,0.0032619455787103327,-1.0959684397926281,1,0.0036330970407813736,1.0959684397926281,1
ENSG00000286518,AL354743.1,0.0016309727893551664,-1.0435010198984926,1,0,1.0435010198984926,1
ENSG00000130762,ARHGEF16,0.004265621141390435,-0.7215729250111309,1,0.0036330970407813736,0.7215729250111309,1
ENSG00000272088,AL512413.1,0.002509188906700256,-0.45853851917733657,1,0,0.45853851917733657,1
ENSG00000162591,MEGF6,0.17903062849306325,0.7220337264644843,0.5796071322627978,0.10535981418265983,-0.7220337264644843,0.5796071322627978
ENSG00000238260,AL513320.1,0.03738691470983381,1.7881832315208523,0.1797809613553044,0.007266194081562747,-1.7881832315208523,0.1797809613553044
ENSG00000158109,TPRG1L,0.032995834123108365,-0.893924663847983,0.33415357252277583,0.05812955265250198,0.893924663847983,0.33415357252277583
ENSG00000116213,WRAP73,0.1353707415164788,1.3190690594862158,0.17837396219390747,0.05086335857093923,-1.3190690594862158,0.17837396219390747
ENSG00000078900,TP73,0.014051457877521434,0.3843605197379345,1,0.007266194081562747,-0.3843605197379345,1
ENSG00000162592,CCDC27,0.003638323914715371,0.05603465365242144,1,0,-0.05603465365242144,1
ENSG00000235169,SMIM1,0.0032619455787103327,-1.0959684397926281,1,0.0036330970407813736,1.0959684397926281,1
ENSG00000130764,LRRC47,0.147038469932635,-0.08113339862968649,1,0.15259007571281769,0.08113339862968649,1
ENSG00000272153,AL365330.1,0.0008782161173450896,-1.8508559419560964,1,0,1.8508559419560964,1
ENSG00000116198,CEP104,0.2615829435235017,0.5032421585921731,0.854191956301618,0.18165485203906867,-0.5032421585921731,0.854191956301618
ENSG00000169598,DFFB,0.1420200921192345,1.1251512024221064,0.3411138419408609,0.06176264969328335,-1.1251512024221064,0.3411138419408609
ENSG00000198912,C1orf174,0.2830365086757889,1.1600517442907723,0.20705012783423551,0.1235252993865667,-1.1600517442907723,0.20705012783423551
ENSG00000236423,LINC01134,0.018191619573576855,0.7540061162027643,1,0.007266194081562747,-0.7540061162027643,1
ENSG00000233304,LINC01346,0.0010036755626801023,-1.6809309405137842,1,0,1.6809309405137842,1
ENSG00000284668,LINC02780,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000284703,AL805961.1,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000232596,LINC01646,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000196581,AJAP1,0.0005018377813400511,-3.5289278470687346,0.4240739070469816,0.0036330970407813736,3.5289278470687346,0.4240739070469816
ENSG00000287586,Z98886.1,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000236948,AL365255.1,0.036132320256483684,0.7391072398234257,0.7866812456879589,0.018165485203906866,-0.7391072398234257,0.7866812456879589
ENSG00000131697,NPHP4,0.333847584036469,1.8269991958147025,0.036329601341524985,0.09082742601953434,-1.8269991958147025,0.036329601341524985
ENSG00000069424,KCNAB2,0.0833050717024485,0.5263545884324548,0.8856479737965394,0.054496455611720604,-0.5263545884324548,0.8856479737965394
ENSG00000116254,CHD5,0.009534917845460972,1.4159305987388047,0.5680512762836226,0,-1.4159305987388047,0.5680512762836226
ENSG00000116251,RPL22,1.1103160912148633,-1.9977972288087784,0.000000510387610033395,4.446910777916401,1.9977972288087784,0.000000510387610033395
ENSG00000158286,RNF207,0.021328105706952174,2.566996572929801,0.1514537380101188,0,-2.566996572929801,0.1514537380101188
ENSG00000116237,ICMT,0.03951972528052903,-1.6345380350293333,0.03502241411974916,0.11989220234578532,1.6345380350293333,0.03502241411974916
ENSG00000225077,LINC00337,0.001254594453350128,-1.3914243233188,1,0,1.3914243233188,1
ENSG00000158292,GPR153,0.0033874050240453456,-2.6284635206196487,0.11941996527229191,0.018165485203906866,2.6284635206196487,0.11941996527229191
ENSG00000097021,ACOT7,0.07565204553701271,0.38754879736898173,1,0.054496455611720604,-0.38754879736898173,1
ENSG00000271746,AL031848.2,0.004014702250720409,-0.8064618225976439,1,0.0036330970407813736,0.8064618225976439,1
ENSG00000069812,HES2,0.0578368042994409,1.193538177402357,0.3250144129331026,0.02179858224468824,-1.193538177402357,0.3250144129331026
ENSG00000187017,ESPN,0.1891928435651993,1.008081430429494,0.3202197287282776,0.09082742601953434,-1.008081430429494,0.3202197287282776
ENSG00000231868,AL031848.1,0.007276647829430742,1.0317871074057443,0.6893556380149638,0,-1.0317871074057443,0.6893556380149638
ENSG00000215788,TNFRSF25,0.026722861856357725,0.8906110444450501,0.6498956857905444,0.01089929112234412,-0.8906110444450501,0.6498956857905444
