Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000197885,NKIRAS1,0.16548100839688187,1.5154662722897188,0.10788366843156585,0.054496455611720604,-1.5154662722897188,0.10788366843156585
ENSG00000174748,RPL15,1.1720421383196895,-1.8608581341887072,0.00000709307670751451,4.268889022918113,1.8608581341887072,0.000007093076707516223
ENSG00000174738,NR1D2,0.2556863495927561,0.650937021730825,0.6509970383812003,0.15985626979438042,-0.650937021730825,0.6509970383812003
ENSG00000224074,LINC00691,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000151090,THRB,0.34852633914066555,2.197176754465705,0.01588986443961419,0.07266194081562746,-2.197176754465705,0.01588986443961419
ENSG00000224822,THRB-IT1,0.0016309727893551664,-1.0435010198984926,1,0,1.0435010198984926,1
ENSG00000228791,THRB-AS1,0.022080862378962254,2.6167496081269004,0.12533702721413129,0,-2.6167496081269004,0.12533702721413129
ENSG00000272554,AC012087.2,0.002383729461365243,-0.5289278470687346,1,0,0.5289278470687346,1
ENSG00000237838,AC092422.1,0.11604998693488684,0.8340874398618272,0.7220301348800806,0.06176264969328335,-0.8340874398618272,0.7220301348800806
ENSG00000077092,RARB,0.17714873681303805,1.1542581897405455,0.424941987575768,0.07629503785640884,-1.1542581897405455,0.424941987575768
ENSG00000077097,TOP2B,1.6253271143150907,0.2713179997310582,1,1.3478790021298894,-0.2713179997310582,1
ENSG00000151092,NGLY1,0.7927782350719459,1.2991194701419704,0.12193685939781049,0.31971253958876084,-1.2991194701419704,0.12193685939781049
ENSG00000151093,OXSM,0.20575349034942098,0.620050215928666,0.6935097826904109,0.13079149346812943,-0.620050215928666,0.6935097826904109
ENSG00000230891,LINC00692,0.0003763783360050384,-2.8508559419560964,1,0,2.8508559419560964,1
ENSG00000225386,AC099754.1,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000179796,LRRC3B,0.004014702250720409,-0.8064618225976439,1,0.0036330970407813736,0.8064618225976439,1
ENSG00000163491,NEK10,0.4662072988649075,1.6167496081269006,0.05467143228821292,0.1489569786720363,-1.6167496081269006,0.05467143228821292
ENSG00000287348,AC099535.2,0.01254594453350128,0.2223930400745413,1,0.007266194081562747,-0.2223930400745413,1
ENSG00000033867,SLC4A7,1.37478460198107,1.4604481403489082,0.07311137810035523,0.49773429458704815,-1.4604481403489082,0.07311137810035523
ENSG00000163508,EOMES,0.00012545944533501278,-4.850855941956096,0.2557343852689325,0.0036330970407813736,4.850855941956096,0.2557343852689325
ENSG00000225548,LINC01980,0.0018818916800251919,-1.8508559419560964,0.8393144480252799,0.0036330970407813736,1.8508559419560964,0.8393144480252799
ENSG00000229243,LINC01981,0.0003763783360050384,-2.8508559419560964,1,0,2.8508559419560964,1
ENSG00000235493,LINC01967,0.03563048247514363,1.7189996663748506,0.19680210843663457,0.007266194081562747,-1.7189996663748506,0.19680210843663457
ENSG00000187118,CMC1,1.383064925373181,1.310848552681247,0.11153672770310388,0.5558638472395502,-1.310848552681247,0.11153672770310388
ENSG00000163512,AZI2,0.284291103129139,1.2513186144262352,0.16784507832292492,0.11625910530500395,-1.2513186144262352,0.16784507832292492
ENSG00000206559,ZCWPW2,0.5439921549726154,1.4502660723823464,0.11563177304887892,0.19618724020219416,-1.4502660723823464,0.11563177304887892
ENSG00000144642,RBMS3,1.1120725234495534,1.6780864731087979,0.04850577502168732,0.34514421887423047,-1.6780864731087979,0.04850577502168732
ENSG00000235904,RBMS3-AS3,0.00539475614940555,-0.39142432331879995,1,0.0036330970407813736,0.39142432331879995,1
ENSG00000203506,RBMS3-AS2,0.0020073511253602045,-1.7633931007057573,0.8595253010752916,0.0036330970407813736,1.7633931007057573,0.8595253010752916
ENSG00000235593,RBMS3-AS1,0.0007527566720100768,-2.0435010198984926,1,0,2.0435010198984926,1
ENSG00000227549,AC116035.1,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000163513,TGFBR2,0.3675961748315875,1.111732459055807,0.2341573750944378,0.16712246387594318,-1.111732459055807,0.2341573750944378
ENSG00000261468,AC096921.2,0.006900269493425704,0.9564989801015065,0.8738427051964707,0,-0.9564989801015065,0.8738427051964707
ENSG00000144644,GADL1,0.0016309727893551664,-1.0435010198984926,1,0,1.0435010198984926,1
ENSG00000163527,STT3B,0.9341710299645053,0.44934527603512436,0.8838170352527129,0.6830222436668982,-0.44934527603512436,0.8838170352527129
ENSG00000144645,OSBPL10,7.085573094185517,1.9803491279761598,0.014915223339965887,1.7983830351867798,-1.9803491279761598,0.014915223339965887
ENSG00000232490,OSBPL10-AS1,0.0313648613337532,1.1206876119946747,0.46529265891261706,0.01089929112234412,-1.1206876119946747,0.46529265891261706
ENSG00000197385,ZNF860,0.20989365204547641,2.398796251956949,0.01270954679226893,0.03633097040781373,-2.398796251956949,0.01270954679226893
ENSG00000152642,GPD1L,0.4340896808591443,1.0481362890817785,0.25321228394616874,0.20708653132453828,-1.0481362890817785,0.25321228394616874
ENSG00000261572,AC097639.1,0.0005018377813400511,-4.113890347789891,0.19214688978320676,0.007266194081562747,4.113890347789891,0.19214688978320676
ENSG00000170293,CMTM8,0.4406135720165649,1.6797044058226889,0.04760551536242879,0.1344245905089108,-1.6797044058226889,0.04760551536242879
ENSG00000153551,CMTM7,1.1212310629590094,1.4935206739142535,0.06655178612129264,0.3960075774451697,-1.4935206739142535,0.06655178612129264
ENSG00000091317,CMTM6,0.9629012429462233,-0.34985840889706077,0.6371444883624016,1.2279867997841043,0.34985840889706077,0.6371444883624016
ENSG00000144635,DYNC1LI1,0.4061122245494364,0.6807483114015025,0.5957656531987894,0.25068369581391475,-0.6807483114015025,0.5957656531987894
ENSG00000182973,CNOT10,0.6421014412245954,1.078472926256524,0.2256782373127093,0.301547054384854,-1.078472926256524,0.2256782373127093
ENSG00000251224,CNOT10-AS1,0.00627297226675064,0.8215694000153988,0.8627997375612695,0,-0.8215694000153988,0.8627997375612695
ENSG00000206557,TRIM71,0.9139720592655682,1.3361991480119606,0.10698734127718593,0.359676607037356,-1.3361991480119606,0.10698734127718593
ENSG00000183813,CCR4,0.0005018377813400511,-3.5289278470687346,0.4541997784386389,0.0036330970407813736,3.5289278470687346,0.4541997784386389
ENSG00000170266,GLB1,0.4441264364859453,0.5296942502971174,0.7892480878550764,0.30518015142563537,-0.5296942502971174,0.7892480878550764
ENSG00000188167,TMPPE,0.03713599581916379,0.19353817740235613,1,0.02906477632625099,-0.19353817740235613,1
ENSG00000170275,CRTAP,0.21215192206150663,-0.5692855846848754,0.3967091974770402,0.31244634550719813,0.5692855846848754,0.3967091974770402
ENSG00000272149,AC112211.1,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000173705,SUSD5,0.023962754058987443,0.4121784638776971,1,0.014532388163125494,-0.4121784638776971,1
ENSG00000153558,FBXL2,1.2484469405287124,1.6750273260110373,0.039868173851992664,0.388741383363607,-1.6750273260110373,0.039868173851992664
ENSG00000153560,UBP1,0.696049002718651,1.6098762221951182,0.05085286960680236,0.22525201652844515,-1.6098762221951182,0.05085286960680236
ENSG00000163539,CLASP2,2.4593815069022558,1.4831919858478784,0.0645094392052928,0.8792094838690924,-1.4831919858478784,0.0645094392052928
ENSG00000271643,AC112220.2,0.07402107274765755,0.7711958775002792,0.6618005990554181,0.039964067448595104,-0.7711958775002792,0.6618005990554181
ENSG00000170248,PDCD6IP,1.1652673282715988,0.9210606993339986,0.32415787587529493,0.6139933998920521,-0.9210606993339986,0.32415787587529493
ENSG00000226320,LINC01811,0.011291350080151152,-1.512986303199713,0.32898930605139604,0.02906477632625099,1.512986303199713,0.32898930605139604
ENSG00000172995,ARPP21,0.002383729461365243,-0.5289278470687346,1,0,0.5289278470687346,1
ENSG00000144681,STAC,0.05344572371271545,1.5653082227770314,0.22623545011307056,0.014532388163125494,-1.5653082227770314,0.22623545011307056
ENSG00000163673,DCLK3,0.0011291350080151151,-1.5289278470687346,1,0,1.5289278470687346,1
ENSG00000279727,LINC02033,0.0010036755626801023,-1.6809309405137842,1,0,1.6809309405137842,1
ENSG00000168016,TRANK1,0.1107806902308163,0.23660689929424228,1,0.09082742601953434,-0.23660689929424228,1
ENSG00000272334,AC011816.2,0.0033874050240453456,-0.04350101989849264,1,0,0.04350101989849264,1
ENSG00000178567,EPM2AIP1,0.3950717933599553,0.27842707498886954,1,0.32334563662954224,-0.27842707498886954,1
ENSG00000076242,MLH1,0.32995834123108364,1.2626120777662067,0.15983940922836073,0.1344245905089108,-1.2626120777662067,0.15983940922836073
ENSG00000093167,LRRFIP2,0.676602788691724,2.0227219082224934,0.01664360327002885,0.1634893668351618,-2.0227219082224934,0.01664360327002885
ENSG00000271993,AC126118.1,0.005645675040075576,0.6727060141009158,0.8595253010752916,0,-0.6727060141009158,0.8595253010752916
ENSG00000271653,AC097359.3,0.0003763783360050384,-2.8508559419560964,1,0,2.8508559419560964,1
ENSG00000270194,AC097359.2,0.007025728938760717,0.9820340722086449,0.8773262505982368,0,-0.9820340722086449,0.8773262505982368
ENSG00000144674,GOLGA4,1.9861484790985875,0.8853808342906493,0.35038251094181194,1.0753967240712865,-0.8853808342906493,0.35038251094181194
ENSG00000198590,C3orf35,0.21704484042957214,1.5846059725231791,0.07922064644938924,0.0690288437748461,-1.5846059725231791,0.07922064644938924
ENSG00000144668,ITGA9,0.05382210204872049,0.19689718949227153,1,0.04359716448937648,-0.19689718949227153,1
ENSG00000235257,ITGA9-AS1,0.3579357975407915,1.457988676077354,0.09549529378018684,0.12715839642734808,-1.457988676077354,0.09549529378018684
ENSG00000144677,CTDSPL,0.6971781377266661,1.7566041630797233,0.034328875633634126,0.20345343428375692,-1.7566041630797233,0.034328875633634126
ENSG00000136059,VILL,0.03462680691246353,0.940958129205729,0.594328658682427,0.014532388163125494,-0.940958129205729,0.594328658682427
ENSG00000187091,PLCD1,0.03412496913112348,0.43454627690615144,1,0.02179858224468824,-0.43454627690615144,1
ENSG00000008226,DLEC1,0.04278167085923936,2.566996572929801,0.05745553617339568,0.0036330970407813736,-2.566996572929801,0.05745553617339568
ENSG00000060971,ACAA1,0.08292869336644346,0.271903951407535,1,0.06539574673406472,-0.271903951407535,1
ENSG00000172936,MYD88,0.029733888544398034,0.04396182135184645,1,0.025431679285469615,-0.04396182135184645,1
ENSG00000172939,OXSR1,0.6905287871239104,1.067876266296938,0.22732892795457446,0.3269787336703236,-1.067876266296938,0.22732892795457446
ENSG00000172940,SLC22A13,0.018442538464246882,0.35859742367285286,1,0.01089929112234412,-0.35859742367285286,1
ENSG00000144671,SLC22A14,0.02697378074702775,0.3190690594862149,1,0.018165485203906866,-0.3190690594862149,1
ENSG00000093217,XYLB,0.6321901450431294,2.0220873217290833,0.016835115289915065,0.15259007571281769,-2.0220873217290833,0.016835115289915065
ENSG00000229589,ACVR2B-AS1,0.06172604710482629,0.7726597995344529,0.6574393617884251,0.03269787336703236,-0.7726597995344529,0.6574393617884251
ENSG00000114739,ACVR2B,0.2979661826706554,-0.12838991748500583,1,0.32334563662954224,0.12838991748500583,1
ENSG00000157036,EXOG,0.34476255578061515,1.4445522326118898,0.09649257786505074,0.1235252993865667,-1.4445522326118898,0.09649257786505074
ENSG00000183873,SCN5A,0.017815241237571815,-0.49833952723531105,1,0.02179858224468824,0.49833952723531105,1
ENSG00000185313,SCN10A,0.0007527566720100768,-2.0435010198984926,1,0,2.0435010198984926,1
ENSG00000168356,SCN11A,0.39344082057060015,2.1793513711663497,0.015186834060091775,0.08356123193797159,-2.1793513711663497,0.015186834060091775
ENSG00000114742,WDR48,0.7033256505480817,0.5909301570869633,0.6954104501724768,0.4650364212200158,-0.5909301570869633,0.6954104501724768
ENSG00000114745,GORASP1,0.05520215594740563,0.6118508087140615,0.83262284434796,0.03269787336703236,-0.6118508087140615,0.83262284434796
ENSG00000168026,TTC21A,0.3285782873323985,2.1825670595813533,0.015197888640532368,0.0690288437748461,-2.1825670595813533,0.015197888640532368
ENSG00000144655,CSRNP1,0.009158539509455934,-0.9633306712145089,0.6481587823581725,0.014532388163125494,0.9633306712145089,0.6481587823581725
ENSG00000284669,AC092053.3,0.0022582700160302303,-0.6029284285125112,1,0,0.6029284285125112,1
ENSG00000283849,AC092053.2,0.0011291350080151151,-1.5289278470687346,1,0,1.5289278470687346,1
ENSG00000287620,AC092053.4,0.044036265312589494,1.2866475817938383,0.342488331996976,0.014532388163125494,-1.2866475817938383,0.342488331996976
ENSG00000287958,AC092053.5,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000168329,CX3CR1,0.0008782161173450896,-3.4358184426772524,0.19579362670137018,0.007266194081562747,3.4358184426772524,0.19579362670137018
ENSG00000287780,AC104850.2,0.06837539770758197,1.656938698242599,0.14242701367387114,0.018165485203906866,-1.656938698242599,0.14242701367387114
ENSG00000179934,CCR8,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000144659,SLC25A38,0.14741484826864004,0.7638539021591111,0.5657862954279183,0.08356123193797159,-0.7638539021591111,0.5657862954279183
ENSG00000168028,RPSA,1.1129507395668985,-1.6442049125681375,0.00023082914111375167,3.4877731591501187,1.6442049125681375,0.00023082914111380784
ENSG00000286996,AC099332.2,0.002634648352035269,-0.39142432331879995,1,0,0.39142432331879995,1
ENSG00000286781,AC099332.1,0.002634648352035269,-0.39142432331879995,1,0,0.39142432331879995,1
ENSG00000168314,MOBP,0.0065238911574206655,0.8770645126071024,1,0,-0.8770645126071024,1
ENSG00000170011,MYRIP,0.8496113638087066,1.9678327428549849,0.018661280940306276,0.21435272540610104,-1.9678327428549849,0.018661280940306276
ENSG00000280739,EIF1B-AS1,0.9108355731321929,1.86657213878946,0.023833004062140867,0.2470505987731334,-1.86657213878946,0.023833004062140867
ENSG00000114784,EIF1B,0.274128888057003,-0.1490956790629523,1,0.301547054384854,0.1490956790629523,1
ENSG00000223797,ENTPD3-AS1,0.15945895502080126,1.0697095905494987,0.300879707751266,0.07266194081562746,-1.0697095905494987,0.300879707751266
ENSG00000168032,ENTPD3,0.007778485610770793,0.1264239815438195,1,0.0036330970407813736,-0.1264239815438195,1
ENSG00000188846,RPL14,1.9422376732313331,-1.918393645259504,0.000002089544829976,7.3642877016638435,1.918393645259504,0.0000020895448299765125
ENSG00000177873,ZNF619,0.029984807435068057,2.0560346536524214,0.16285516353107482,0.0036330970407813736,-2.0560346536524214,0.16285516353107482
ENSG00000177842,ZNF620,0.0910835573132193,-0.09993189019997084,1,0.09446052306031572,0.09993189019997084,1
ENSG00000172888,ZNF621,0.3031100199293909,0.9287141971721886,0.3594395719512845,0.15622317275359907,-0.9287141971721886,0.3594395719512845
ENSG00000226302,AC122683.1,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000231873,AC099560.1,0.0016309727893551664,-1.0435010198984926,1,0,1.0435010198984926,1
ENSG00000287415,AC099541.2,0.002634648352035269,-0.39142432331879995,1,0,0.39142432331879995,1
ENSG00000233919,AC009743.1,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000168036,CTNNB1,1.9571673472261997,0.3711358120873419,1,1.5150014660058326,-0.3711358120873419,1
ENSG00000168038,ULK4,3.4975584170494867,2.089486763986722,0.010323971284698093,0.8210799312165904,-2.089486763986722,0.010323971284698093
ENSG00000182606,TRAK1,0.8389473109552306,1.6085756766812003,0.04929834202705871,0.272482278058603,-1.6085756766812003,0.04929834202705871
ENSG00000157093,LYZL4,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000114812,VIPR1,0.00313648613337532,-0.15041622381500552,1,0,0.15041622381500552,1
ENSG00000232354,VIPR1-AS1,0.0022582700160302303,-0.6029284285125112,1,0,0.6029284285125112,1
ENSG00000093183,SEC22C,0.3669688776049124,1.2044264935450928,0.17503999175529694,0.15622317275359907,-1.2044264935450928,0.17503999175529694
ENSG00000008324,SS18L2,0.12671403978836293,-0.6241761622165507,0.3997238007783986,0.19255414316141278,0.6241761622165507,0.3997238007783986
ENSG00000114857,NKTR,2.420990916629742,1.5335587338471177,0.054820149525425695,0.8356123193797159,-1.5335587338471177,0.054820149525425695
ENSG00000230084,AC006059.1,0.1048840963000707,1.8582278705942463,0.07088767335140618,0.025431679285469615,-1.8582278705942463,0.07088767335140618
ENSG00000114853,ZBTB47,0.03312129356844338,-1.3245693485625485,0.11243076175156197,0.07992813489719021,1.3245693485625485,0.11243076175156197
ENSG00000287629,AC006059.5,0.0011291350080151151,-1.5289278470687346,1,0,1.5289278470687346,1
ENSG00000157119,KLHL40,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000010282,HHATL,0.005896593930745602,-0.8508559419560973,0.8703439793260488,0.007266194081562747,0.8508559419560973,0.8703439793260488
ENSG00000230970,HHATL-AS1,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000244607,CCDC13,0.12144474308429239,1.8995719120166719,0.05764981671981646,0.02906477632625099,-1.8995719120166719,0.05764981671981646
ENSG00000287417,AC006059.4,0.0015055133440201535,-1.1504162238150055,1,0,1.1504162238150055,1
ENSG00000173811,CCDC13-AS1,0.0016309727893551664,-1.0435010198984926,1,0,1.0435010198984926,1
ENSG00000225611,LINC02158,0.0007527566720100768,-2.0435010198984926,1,0,2.0435010198984926,1
ENSG00000181061,HIGD1A,0.05068561591534517,-0.6485094628214072,0.5060299021376954,0.07629503785640884,0.6485094628214072,0.5060299021376954
ENSG00000235288,AC099329.1,0.005520215594740563,-0.3590028456264225,1,0.0036330970407813736,0.3590028456264225,1
ENSG00000144648,ACKR2,0.008405782837445858,1.2366068992942418,0.709762026399364,0,-1.2366068992942418,0.709762026399364
ENSG00000273328,AC099329.2,0.0007527566720100768,-2.0435010198984926,1,0,2.0435010198984926,1
ENSG00000240747,KRBOX1,0.15594609055142092,1.4299148281745055,0.1364890670764948,0.054496455611720604,-1.4299148281745055,0.1364890670764948
ENSG00000180432,CYP8B1,0.0005018377813400511,-2.5289278470687346,1,0,2.5289278470687346,1
ENSG00000182983,ZNF662,0.06699534380889684,0.6275766386112562,0.815435520161024,0.039964067448595104,-0.6275766386112562,0.815435520161024
ENSG00000206552,KRBOX1-AS1,0.0013800538986851409,-2.2658934412349403,0.6113782167325212,0.0036330970407813736,2.2658934412349403,0.6113782167325212
ENSG00000144649,GASK1A,0.7392070519138954,1.46447724326656,0.07663790244554228,0.2652160839770403,-1.46447724326656,0.07663790244554228
ENSG00000144647,POMGNT2,0.07866307222505302,-0.07979714912148284,1,0.07992813489719021,0.07979714912148284,1
ENSG00000227245,AC092042.1,0.0013800538986851409,-1.2658934412349403,1,0,1.2658934412349403,1
ENSG00000285766,AC092042.4,0.009158539509455934,1.3585974236728529,0.5603873918292895,0,-1.3585974236728529,0.5603873918292895
ENSG00000163788,SNRK,0.36684341815957744,1.415437453958447,0.10270333731381595,0.1344245905089108,-1.415437453958447,0.10270333731381595
ENSG00000234617,SNRK-AS1,0.02019897069893706,0.1670659660411662,1,0.014532388163125494,-0.1670659660411662,1
ENSG00000160746,ANO10,1.4255956773417504,1.512802717455275,0.06205074620407926,0.49773429458704815,-1.512802717455275,0.06205074620407926
ENSG00000011198,ABHD5,0.20939181426413636,1.0474215233477135,0.296212946436879,0.09809362010109708,-1.0474215233477135,0.296212946436879
ENSG00000272121,AC006058.3,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000261786,AC006058.1,0.0008782161173450896,-1.8508559419560964,1,0,1.8508559419560964,1
ENSG00000173769,TOPAZ1,0.0005018377813400511,-2.5289278470687346,1,0,2.5289278470687346,1
ENSG00000271937,AC104187.1,0.006774810048090691,-1.391424323318799,0.4775121103643011,0.014532388163125494,1.391424323318799,0.4775121103643011
ENSG00000179152,TCAIM,0.872068604523674,1.5373169935113784,0.06048282196432703,0.2979139573440726,-1.5373169935113784,0.06048282196432703
ENSG00000283036,LINC01988,0.0005018377813400511,-2.5289278470687346,1,0,2.5289278470687346,1
ENSG00000185219,ZNF445,0.34965547414868065,0.21911947256540132,1,0.2979139573440726,-0.21911947256540132,1
ENSG00000178917,ZNF852,0.17049938621028238,1.4710721529312654,0.12026010220860092,0.05812955265250198,-1.4710721529312654,0.12026010220860092
ENSG00000196345,ZKSCAN7,0.09095809786788428,1.1935381774023561,0.2818893694989899,0.03633097040781373,-1.1935381774023561,0.2818893694989899
ENSG00000236869,ZKSCAN7-AS1,0.42392746578700824,2.1170640870499815,0.015398093230843124,0.09446052306031572,-2.1170640870499815,0.015398093230843124
ENSG00000144792,ZNF660,0.16623376506889195,2.3520841167141784,0.017440001012550225,0.02906477632625099,-2.3520841167141784,0.017440001012550225
ENSG00000186448,ZNF197,0.3677216342769225,1.7599228505691964,0.04092146566488826,0.10535981418265983,-1.7599228505691964,0.04092146566488826
ENSG00000233509,ZNF197-AS1,0.0022582700160302303,-1.6029284285125112,0.8858574973789984,0.0036330970407813736,1.6029284285125112,0.8858574973789984
ENSG00000169981,ZNF35,0.12771771535104304,0.5571198934885606,0.794955255725352,0.08356123193797159,-0.5571198934885606,0.794955255725352
ENSG00000272077,AC124045.1,0.007903945056105807,1.1491440580439027,0.6974756275804276,0,-1.1491440580439027,0.6974756275804276
ENSG00000196653,ZNF502,0.20550257145875095,0.6984611801983953,0.6103277915790147,0.1235252993865667,-0.6984611801983953,0.6103277915790147
ENSG00000186446,ZNF501,0.08217593669443338,0.4192332214116474,1,0.05812955265250198,-0.4192332214116474,1
ENSG00000163807,KIAA1143,0.14841852383132015,0.00104541905476907,1,0.14532388163125493,-0.00104541905476907,1
ENSG00000163808,KIF15,0.29395148041993496,0.562541198941491,0.8430562126848882,0.19618724020219416,-0.562541198941491,0.8430562126848882
ENSG00000169964,TMEM42,0.05457485872073057,0.33236588209967266,1,0.039964067448595104,-0.33236588209967266,1
ENSG00000163810,TGM4,0.0007527566720100768,-2.0435010198984926,1,0,2.0435010198984926,1
ENSG00000163812,ZDHHC3,0.2294653255177384,1.463210035158295,0.1062755226561245,0.07992813489719021,-1.463210035158295,0.1062755226561245
ENSG00000075914,EXOSC7,0.4713511361236431,0.7960747189680775,0.4607811182136053,0.2688491810178216,-0.7960747189680775,0.4607811182136053
ENSG00000163815,CLEC3B,0.0010036755626801023,-4.26589344123494,0.03866999732913388,0.018165485203906866,4.26589344123494,0.03866999732913388
ENSG00000163814,CDCP1,0.005771134485410588,-0.29626709027845965,1,0.0036330970407813736,0.29626709027845965,1
ENSG00000249992,TMEM158,0.00012545944533501278,-4.850855941956096,0.252483370893128,0.0036330970407813736,4.850855941956096,0.252483370893128
ENSG00000011376,LARS2,0.7868816411412003,1.1942282970236906,0.16276416377536676,0.3415111218334491,-1.1942282970236906,0.16276416377536676
ENSG00000232455,LARS2-AS1,0.010287674517471049,0.5241834893908273,1,0.0036330970407813736,-0.5241834893908273,1
ENSG00000144791,LIMD1,0.5160146986629076,1.6960385179315396,0.04326850584320906,0.15622317275359907,-1.6960385179315396,0.04326850584320906
ENSG00000230530,LIMD1-AS1,0.011918647306826216,0.14914405804390274,1,0.007266194081562747,-0.14914405804390274,1
ENSG00000211456,SACM1L,0.9921332937092812,1.3170639235958383,0.11189140455661702,0.3960075774451697,-1.3170639235958383,0.11189140455661702
ENSG00000163817,SLC6A20,0.012671403978836293,-0.1784305999846012,1,0.01089929112234412,0.1784305999846012,1
ENSG00000163818,LZTFL1,0.2959588315452952,0.37643527879319016,1,0.22525201652844515,-0.37643527879319016,1
ENSG00000285788,AC099782.2,0.002383729461365243,-0.5289278470687346,1,0,0.5289278470687346,1
ENSG00000173585,CCR9,0.0016309727893551664,-1.0435010198984926,1,0,1.0435010198984926,1
ENSG00000163820,FYCO1,0.3440097991086051,0.8702432467510879,0.4003065327740035,0.18528794907985005,-0.8702432467510879,0.4003065327740035
ENSG00000172215,CXCR6,0.0032619455787103327,-0.09596843979262815,1,0,0.09596843979262815,1
ENSG00000173578,XCR1,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000183625,CCR3,0.0022582700160302303,-0.6029284285125112,1,0,0.6029284285125112,1
ENSG00000163823,CCR1,0.001254594453350128,-2.3914243233188,0.6892067529809318,0.0036330970407813736,2.3914243233188,0.6892067529809318
ENSG00000121807,CCR2,0.0003763783360050384,-2.8508559419560964,1,0,2.8508559419560964,1
ENSG00000223552,CCR5AS,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000160791,CCR5,0.00012545944533501278,-3.8508559419560964,1,0,3.8508559419560964,1
ENSG00000121797,CCRL2,0.0005018377813400511,-3.5289278470687346,0.4541997784386389,0.0036330970407813736,3.5289278470687346,0.4541997784386389
ENSG00000283646,LINC02009,0.000627297226675064,-2.2658934412349403,1,0,2.2658934412349403,1
ENSG00000012223,LTF,0.002383729461365243,-1.5289278470687346,0.7617221662285705,0.0036330970407813736,1.5289278470687346,0.7617221662285705
ENSG00000163827,LRRC2,0.015933349557546626,-0.43581844267725334,0.9056619948717992,0.018165485203906866,0.43581844267725334,0.9056619948717992
ENSG00000268324,LRRC2-AS1,0.011542268970821177,0.6883028691519337,1,0.0036330970407813736,-0.6883028691519337,1
ENSG00000241186,TDGF1,0.00025091889067002557,-3.2658934412349403,1,0,3.2658934412349403,1
ENSG00000283473,FAM240A,0.0021328105706952174,-0.6809309405137842,1,0,0.6809309405137842,1
ENSG00000286570,AC104304.3,0.021453565152287187,0.5754088127460006,0.8922121148589818,0.01089929112234412,-0.5754088127460006,0.8922121148589818
ENSG00000178038,ALS2CL,0.015431511776206573,1.1033403684307777,0.6714004437515572,0.0036330970407813736,-1.1033403684307777,0.6714004437515572
ENSG00000181585,TMIE,0.0017564322346901792,-0.9439653463475786,1,0,0.9439653463475786,1
ENSG00000188086,PRSS45P,0.013675079541516394,1.9305037715685627,0.31665168310680203,0,-1.9305037715685627,0.31665168310680203
ENSG00000160808,MYL3,0.024464591840327496,1.178891401437955,0.6618005990554181,0.007266194081562747,-1.178891401437955,0.6618005990554181
ENSG00000160801,PTH1R,0.0010036755626801023,-1.6809309405137842,1,0,1.6809309405137842,1
ENSG00000160799,CCDC12,0.46256897495019217,0.7123647796109924,0.5525470980300344,0.27974847214016574,-0.7123647796109924,0.5525470980300344
ENSG00000160796,NBEAL2,0.05018377813400512,1.2116399837776672,0.3697313240318292,0.018165485203906866,-1.2116399837776672,0.3697313240318292
ENSG00000181555,SETD2,1.8885410306279475,0.8224321699250283,0.4123806036054916,1.0681305299897237,-0.8224321699250283,0.4123806036054916
ENSG00000227398,KIF9-AS1,0.4856535128918345,1.8585539296895477,0.028664435808634987,0.13079149346812943,-1.8585539296895477,0.028664435808634987
ENSG00000088727,KIF9,0.1607135494741514,0.8294684148879194,0.48413992855234855,0.08719432897875296,-0.8294684148879194,0.48413992855234855
ENSG00000114648,KLHL18,0.2050007336774109,1.0693314762658797,0.2811661526134959,0.09446052306031572,-1.0693314762658797,0.2811661526134959
ENSG00000260236,AC099778.1,0.040523400843209136,0.48899406092852793,1,0.025431679285469615,-0.48899406092852793,1
ENSG00000076201,PTPN23,0.12131928363895737,0.11381098493162245,1,0.10899291122344121,-0.11381098493162245,1
ENSG00000114650,SCAP,0.42041460131762787,0.3053616400656174,1,0.3378780247926677,-0.3053616400656174,1
ENSG00000163832,ELP6,0.30047537157735565,0.5682013287750847,0.7465320308973906,0.19982033724297554,-0.5682013287750847,0.7465320308973906
ENSG00000114646,CSPG5,0.03701053637382878,-1.3418422944682393,0.08674479815928512,0.09082742601953434,1.3418422944682393,0.08674479815928512
